"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5DAGBQIL","bookSection","2010","Flowerdew, R.","Tobler Waldo (1930--)","Encyclopedia of geography","","","","http://dx.doi.org/10.4135/9781412939591.n1144","","2010","2020-06-03 12:45:26","2020-06-03 12:50:19","","","","","","","","","","","","","","","en","","","","","","","","","","","","","Barney, Waef","","","","","","","","","","","","","","","","","","","Sage Knowledge","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BGJNZVD","presentation","2018","Rivière, Ph.","Les projections hyperelliptiques de Waldo Tobler","","","","","https://visionscarto.net/projections-hyperelliptiques","","2018","2020-06-03 12:43:54","2020-06-03 12:45:26","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Visionscarto,","","","","","","","","","","","","","","","",""
"ALTNHIZT","bookSection","2005","Slocum, T.; McMaster, R.; Kessler, F. C.; Howard, H. H.","The paradigms of american cartography. Analytical Cartography","Thematic cartography and geography visualization","013229834  978-0132298346","","","","","2005","2020-06-03 12:37:48","2020-06-03 12:43:54","","30-31","","","chapitre 2","","","","","","","","Pearson Prentice Hall,","New Jersey (E-U)","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KYWMB4Z","presentation","2020","AAAG group","The Waldo Tobler Distinguished Lecture in GIScience","","","","","http://aag-giss.org/competitions-awards/tobler-lectur","","2020","2020-06-03 12:35:07","2020-06-03 12:37:33","","","","","","","","","","","","","","","","","Specialty Group,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","organisée par An Association of American Geographers Specialty Group","","","","","","","","","","","","","","","",""
"ANPL4QBD","blogPost","2018","Cauvin-Reymond, Colette","Waldo Tobler (1930-2018)","cybergeo conversation","","","","https://cybergeo.hypotheses.org/230","","2018-03-19","2020-06-03 12:27:46","2022-09-21 15:19:11","","","","","","","","","","","","","","","en français","","","","","","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8NETSAC","presentation","2018","Thoits, S.","Waldo R. Tobler of Santa Barbara, 1930–2018","","","","","www.noozhawk.com/article/ waldo_r._tobler_of_santa_barbara_1930_2018","","2018-03","2020-06-03 12:24:30","2020-06-03 12:26:00","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Obituaries in Noozhawk News","","","","","","","","","","","","","","","",""
"8SCVXMSZ","presentation","2018","UCSB","Waldo R. Tobler, Geography Professor Emeritus (1930-2018)""","","","","",", https://geog.ucsb.edu/waldo-r-tobler-geography-professor-emeritus-passes-away/","","2018","2020-06-03 12:23:02","2020-06-03 12:24:29","","","","","","","","","","","","","","Santa Barbara (Ca)","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hommage de l'UCSB à Waldo Tobler","","","","","","","","","","","","","","","",""
"SUBNNETP","presentation","2019","Crede, S","Waldo Tobler memorial Session","","","","","https://www.geo.uzh.ch/en/units/giva/news0/ICC2019.html","","2019","2020-06-03 12:19:19","2020-06-03 12:22:16","","","","","","","","","","","","","","Tokyo","en","","Présentation de GIVA (Geographic Information Visualization and Analysis)","","","","","in News, University of Zurich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The International Cartographic Conference 2019","","","","","","","","","","","","","","","",""
"FZETSZVT","presentation","1999","Dangermond, Jack; Tobler, W. R.","Travaux de W. Tobler dans le domaine des SIG, à l'occasion de la remise du prix ESRI","","","","","https://www.esri.com/news/arcnews/fall99articles/08-drwaldo.html","","1999","2020-06-03 12:15:08","2020-06-03 12:19:19","","","","","","","","","","","","","","","en","","remise de prix et allocution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ArcNews on line","","","","","","","","","","","","","","","",""
"GAU6X49X","presentation","2018","UCSB","Waldo Tobler Memorial Lecture Fund","","","","","https://giving.ucsb.edu/Funds/Give?id=339","","2018","2020-06-03 12:12:42","2020-06-03 12:15:08","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2RX69KY","encyclopediaArticle","2020","","Waldo R. Tobler","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Waldo_R._Tobler&oldid=953708237","Waldo Rudolph Tobler (November 16, 1930 – February 20, 2018) was an American-Swiss geographer and cartographer. Tobler's idea that ""Everything is related to everything else, but near things are more related than distant things""  is referred to as the ""first law of geography."" He has proposed a second law as well: ""The phenomenon external to an area of interest affects what goes on inside"". Tobler was an active Professor Emeritus at the University of California, Santa Barbara Department of Geography until his death.","2020-04","2020-06-01 13:35:46","2020-06-03 12:10:41","2020-06-01 13:35:46","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 953708237","","C:\Users\A-C.bronner\Zotero\storage\J7E46W5Q\index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQRUZDK9","webpage","1999","ESRI","Esri News - Fall 1999 ArcNews -- Dr. Waldo Tobler Presented the Lifetime Achievement in GIS Award","","","","","https://www.esri.com/news/arcnews/fall99articles/08-drwaldo.html","","1999","2020-06-01 13:42:07","2020-06-01 13:42:45","2020-06-01 13:42:07","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\A-C.bronner\Zotero\storage\SDMN6BSX\08-drwaldo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XNAIH9M","bill","2018","UCSB","Waldo Tobler Memorial Lecture Fund","","","","","https://giving.ucsb.edu/Funds/Give?id=339","","2018","2020-06-01 13:40:00","2020-06-01 13:41:07","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLV2KRHL","journalArticle","2012","Unknown","Geographer Hall of Fame – Waldo Tobler","Geographical Perspectives","","","","https://www.justinholman.com/2012/06/19/geographer-hall-of-fame-waldo-tobler/","One of the things in our culture that makes me sick to my stomach is the celebrity worship.  Everyone knows all the personal details and career history of all the top actors, actresses, musicians, models, athletes, and other performers.  But, n [...]","2012","2020-06-01 13:32:50","2021-02-12 20:50:18","","1 page web","","Comments","","","","","","","","","","","","","","","","www.justinholman.com","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBK276R5","journalArticle","2013","URISA","Waldo Tobler, winner 2016","URISA's GIS Hall of Fame","","","","http://urisa.maps.arcgis.com/apps/MapSeries/index.html?appid=5c945e41c5b146c09c7ba6f9991b623","","2013","2020-06-01 13:30:13","2021-02-12 20:50:17","","","","","","","","","","","","","","","en","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBPWC3ZN","journalArticle","2012","UCGIS","Waldo R. Tobler","University Consortium for Geographic Information Science (UCGIS)","","","","https://www.ucgis.org/waldo-r--tobler","","2012","2020-06-01 13:27:12","2021-02-12 20:50:21","","1 page web","","","Awarded year","","","UCGIS","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NSPG5HX","journalArticle","2018","AAAG","Waldo Tobler (1930-2018)","Association of American Geographers (AAG),","","","","http://www.aag.org/cs/membership/tributes_memorials/sz/tobler_waldo","","2018","2020-06-01 13:23:43","2021-02-12 20:50:22","","1 page sur le web","","","Memorials & Tributes,","","","","","","","","","","en","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBVQAMVN","journalArticle","2019","Unwin, David","Waldo Tobler: An appreciation of the contributions made to geographic information science","Transactions in GIS","","1467-9671","10/gh2tsx","https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12529","","2019","2020-06-01 13:19:02","2021-02-12 20:50:19","2020-06-01 13:19:02","387-393","","2","23","","","Waldo Tobler","","","","","","","en","© 2019 John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/tgis.12529","","C:\Users\A-C.bronner\Zotero\storage\PKNNTP8Y\tgis.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHNHEKFA","journalArticle","1991","Cauvin, Colette; Enaux, Christophe","De la cartographie de report à la cartographie transformationnelle. Propositions pour la représentation des données de population","Espace Populations Sociétés","","","10/d669hb","https://www.persee.fr/doc/espos_0755-7809_1991_num_9_3_1490","Cet article propose quelques méthodes nouvelles pour la représentation spatiale de données de population, en soulignant leurs intérêts et leurs dangers. Si les transformations cartographiques conduisent à des cartes comparables et reproductibles par tous, elles ne peuvent être utilisées pour n'importe quelle variable ou dans n'importe quelles circonstances. La cartographie voit s'ouvrir des directions de recherche originales qu'il convient de tester et d'approfondir, tout en conservant un regard critique.","1991","2020-06-01 13:16:31","2022-09-21 15:31:05","2020-06-01 13:15:57","487-503","","3","9","","","","","","Méthodes de cartographie statistique des populations - Statistical population mapping","","","","fre","free","","","","www.persee.fr","","Publisher: Persée - Portail des revues scientifiques en SHS","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHXH9K8R","journalArticle","1991","Cauvin, Colette; Reymond, Henry","Interaction spatiale et cartographie : les solutions de W. Tobler","Espace Populations Sociétés","","","10/dj2f69","https://www.persee.fr/doc/espos_0755-7809_1991_num_9_3_1489","Cet article a pour but de présenter brièvement une des directions de recherche privilégiée par le Professeur W.R. Tobler : les modèles d'interaction spatiale et la cartographie associée. Des travaux successifs et complémentaires aboutissent - d'une part, à la mise au point d'un modèle simple permettant de retrouver les chemins des échanges entre lieux à partir des seuls effectifs marginaux (c'est-à-dire le total des départs et des arrivées pour chaque lieu), - d'autre part à des représentations cartographiques nouvelles sous forme de champ vectoriel, de lignes d'égales attractivités... Le modèle, appartenant à la famille des modèles gravitaires fermés, a pour originalité principale l'additivité des composantes du numérateur et, dans sa forme élémentaire, l'absence de pondération de la distance.","1991","2020-06-01 13:14:44","2022-09-21 15:32:45","2020-06-01 13:14:44","467-485","","3","9","","","Interaction spatiale et cartographie","","","","","","","fr","free","","","","www.persee.fr","","Publisher: Persée - Portail des revues scientifiques en SHS","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWV55C7F","journalArticle","2004","Goodchild, Michael F.","The Validity and Usefulness of Laws in Geographic Information Science and Geography","Annals of the Association of American Geographers","","0004-5608","10/dmjdr7","https://doi.org/10.1111/j.1467-8306.2004.09402008.x","CC - Goodchild, s'intéresse à la validité et à l'utilité de la TFL dans le contexte de la GIScience. Il présente son point de vue sur la relation entre les SIG et la géographie, suivi d'une brève introduction sur les SIG et souligne le rôle des principes généraux dans les SIG. Il afﬁrme le statut et l'utilité de la TFL dans la géographie en général et les SIGciences en particulier. La question plus générale est de savoir s'il est possible de s'appuyer sur la contribution de Tobler pour aller de l'avant.","2004-06-01","2020-06-01 13:08:19","2021-02-12 20:50:26","2020-06-01 13:08:19","300-303","","2","94","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402008.x","","C:\Users\A-C.bronner\Zotero\storage\UBDBC4RR\j.1467-8306.2004.09402008.html; C:\Users\A-C.bronner\Zotero\storage\96AF9R92\Goodchild - 2004 - The Validity and Usefulness of Laws in Geographic .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT9GBD6Y","journalArticle","2004","Smith, Jonathan","Tobler's First LaUnlawful Relations and Verbal Inflationw of Geography: A Big Idea for a Small World?","Annals of the Association of American Geographers","","0004-5608","10/fk249f","https://doi.org/10.1111/j.1467-8306.2004.09402003.x","CC - Selon M. Smith, trois conditions doivent être remplies pour qu'une déclaration soit acceptée comme loi : elle doit être universelle, synthétique et nécessaire. Smith décompose la TFL en deux propositions - la proposition métaphysique et la proposition géographique - dont aucune n'est strictement vraie selon sa définition d'une loi. Il exprime son malaise face à l'nﬂation verbale qui élève non seulement les généralisations nomologiques, mais aussi les généralisations accidentelles, les déclarations analytiques et les règles empiriques au rang de lois. Il affirme que l'utilisation désinvolte du mot ""loi"" a donné naissance à une inflation verbale qui rend difficile de différencier le faux du vrai dans le discours universitaire","2004-06-01","2020-06-01 13:06:10","2021-02-12 20:50:26","2020-06-01 12:52:34","294-299","","2","94","","AAAG","Tobler's First Law of Geography","","","","","","","eng","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402003.x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HPXNF47","journalArticle","2004","Phillips, Jonathan","Doing Justice to the Law","Annals of the Association of American Geographers","","0004-5608","10/dh39xr","https://doi.org/10.1111/j.1467-8306.2004.09402005.x","CC - Phillips observe que la TFL est souvent (mais pas toujours) vraie et pertinente pour aider les géographes physiques à comprendre comment fonctionne le système terre-surface. Selonsa propre recherche inspirée par la perspective de la dynamique non linéaire, Phillips soutient que les lois générales et les conditions locales devraient être prises en compte afin de mieux comprendre la complexité des systèmes de la surface terrestre. Il apporte également un changement intéressant dans l'interprétation de la TFL : accepter la TFL remet en question une approche de la science et de la géographie strictement fondées sur les lois. Le message de Phillips est que ce n'est qu'en acceptant ce défi que nous pourrons rendre justice à la TFL.","2004-06-01","2020-06-01 13:00:17","2021-02-12 20:50:27","2020-06-01 12:58:31","290-293","","2","94","","","","","","","","","","en","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402005.x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53ZFSGDC","journalArticle","2004","Miller, Harvey J.","Tobler's First Law and Spatial Analysis","Annals of the Association of American Geographers","","0004-5608","10/dh39xr","https://doi.org/10.1111/j.1467-8306.2004.09402005.x","CC - Miller accepte le TFL comme une régularité raisonnable qui est généralement vraie dans le monde obervé. Avec les progrès continus de l'analyse spatiale ainsi que les avancées des systèmes et des sciences SIG, Miller pense que la TFL continuera à évoluer à mesure que les équipements évolueront pour mener des analyses détaillées des "" proches "" et des "" connexes""","2004-06-01","2020-06-01 12:58:31","2021-02-12 20:50:28","2020-06-01 12:58:31","284-289","","2","94","","","","","","","","","","en","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402005.x","","C:\Users\A-C.bronner\Zotero\storage\RWGGWBHZ\j.1467-8306.2004.09402005.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLPSUXB5","journalArticle","2004","Sui, Daniel Z.","Tobler's First Law of Geography: A Big Idea for a Small World?","Annals of the Association of American Geographers","","0004-5608","10/fk249f","https://doi.org/10.1111/j.1467-8306.2004.09402003.x","CC - La motivation de ce forum est assez simple : procéder à une évaluation exploratoire de la TFL, et ce faisant, pour réfléchir sur la nature de la recherche géographique et les aspects essentiels du monde réel d'un point de vue géographique","2004-06-01","2020-06-01 12:52:34","2021-02-12 20:50:29","2020-06-01 12:52:34","269-277","","2","94","","AAAG","Tobler's First Law of Geography","","","","","","","eng","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402003.x","","C:\Users\A-C.bronner\Zotero\storage\WCE5UY3J\j.1467-8306.2004.09402003.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EP9IQKFJ","journalArticle","2004","Barnes, Trevor J.","A Paper Related to Everything but More Related to Local Things","Annals of the Association of American Geographers","","0004-5608","10/bxjxmn","https://doi.org/10.1111/j.1467-8306.2004.09402004.x","CC-L'auteur discute des éléments de base des lois et tente de restaurer les contextes historiques et locaux qui ont nourri Tobler lorsqu'il a écrit cette loi. Barnes rejette l'universalité des lois et estime au contraire que toutes les lois universelles sont nécessairement des connaissances locales déguisées. La TFL est pour lui une connaissance locale.","2004-06-01","2020-06-01 12:55:13","2021-02-09 13:40:44","2020-06-01 12:55:13","278-283","","2","94","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1111/j.1467-8306.2004.09402004.x","","C:\Users\A-C.bronner\Zotero\storage\DFRECG8R\j.1467-8306.2004.09402004.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58L339E5","bookSection","2008","Mu, Lan","Analytical Cartography","Encyclopedia of geographic Information Science","10 : 1412913136  13 : 978-1412913133","","","http://dx.doi.org/10.4135/9781412953962","","2008","2020-06-01 12:46:30","2020-06-01 12:51:19","","9-10","","","","","","","","","","","","London (UK)","en","","","","","","","","","","","","","Kemp, K.K.","","","","","","","","","","","","","","","","","","","Sage Publications, Inc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEMIEAYC","webpage","2015","Hessler, John","Computing Space II: Taking Waldo Tobler’s Geography 482 | Worlds Revealed: Geography & Maps at The Library Of Congress","","","","","//blogs.loc.gov/maps/2015/12/taking-waldo-toblers-geography-482/","A blog post at ""Worlds Revealed: Geography & Maps at The Library Of Congress"" on 2015-12-28.","2015-12-28","2020-06-01 12:43:24","2020-06-01 12:45:08","2020-06-01 12:43:24","","","","","","","Computing Space II","","","","","","","eng","","webpage","","","","","Library Catalog: blogs.loc.gov","","C:\Users\A-C.bronner\Zotero\storage\BPJHSWUH\taking-waldo-toblers-geography-482.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W234834T","journalArticle","2018","Dorling, Danny; Hennig, Benjamin","Waldo Tobler: Remembering a genius","The Cartographic Journal","","0008-7041","10/ghz78c","https://doi.org/10.1080/00087041.2018.1507181","","2018-07-03","2020-06-01 12:42:11","2021-02-09 13:40:44","2020-06-01 12:42:11","303-304","","3","55","","","Waldo Tobler","","","","","","","en","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/00087041.2018.1507181","","C:\Users\A-C.bronner\Zotero\storage\JXRIPTF6\Dorling et Hennig - 2018 - Waldo Tobler Remembering a genius.pdf; C:\Users\A-C.bronner\Zotero\storage\MFDKPYTA\00087041.2018.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
